nan,kierunek,date,dzień tygodnia,start_time,liczba godzin lekcyjnych,class,title,instructor,subject,method,room,uwagi
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,5 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,6 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,7 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,5 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,6 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,10 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,8 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,9 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,10 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,8 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,9 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,10 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,8 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,9 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,13 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,11 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,12 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,13 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,11 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,12 b,mgr,BATYCKI Patryk,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,13 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,11 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,12 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,16 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,14 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,15 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,16 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,14 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,15 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,16 c,mgr,FRANEK Alicja,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,14 c,mgr,FRANEK Alicja,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,15 c,mgr,FRANEK Alicja,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,8,mgr,CZEKAŁA Beata,Podstawy pielęgniarstwa- konwersatorium + ICNP,ćwiczenia,"sala 103 d
Świerzawska 18",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,9,mgr,CZEKAŁA Beata,Podstawy pielęgniarstwa- konwersatorium + ICNP,ćwiczenia,"sala 103 d
Świerzawska 18",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,10,mgr,CZEKAŁA Beata,Podstawy pielęgniarstwa- konwersatorium + ICNP,ćwiczenia,"sala 103 d
Świerzawska 18",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,14,dr,BAŁUKA Bogusław,Biofizyka,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,14,dr,ADAMEK Renata,Dietetyka,ćwiczenia,"sala 103 g
Świerzawska 18",
,PIEL I WEEK,2025-11-09,niedziela,8.00-11.45,5,15,dr,ADAMEK Renata,Dietetyka,ćwiczenia,"sala 103 g
Świerzawska 18",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,15,dr,BAŁUKA Bogusław,Biofizyka,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-11-09,niedziela,12.00-15.45,5,16,dr,ADAMEK Renata,Dietetyka,ćwiczenia,"sala 103 g
Świerzawska 18",
,PIEL I WEEK,2025-11-09,niedziela,16.00-19.45,5,16,dr,BAŁUKA Bogusław,Biofizyka,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,5 a,mgr,DRÓŻDZYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,6 a,mgr,DRÓŻDZYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,7 a,mgr,DRÓŻDZYŃSKA Katarzyna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,5 b,mgr,PRZYBYSZ Hanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,6 b,mgr,PRZYBYSZ Hanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,7 b,mgr,PRZYBYSZ Hanna,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,5 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,6 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,7 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,8 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,9 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,10 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,8 b,mgr,GRZESIK Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,9 b,mgr,GRZESIK Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,10 b,mgr,GRZESIK Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,8 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,9 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,10 c,mgr,FORTUNIAK Maria,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,11 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,12 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,13 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,11 b,mgr,TACZKOWSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,12 b,mgr,TACZKOWSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,13 b,mgr,TACZKOWSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,11 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,12 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,13 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,14 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,15 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,16 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,14 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,15 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,16 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,14 c,mgr,FRANEK Alicja,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,15 c,mgr,FRANEK Alicja,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,16 c,mgr,FRANEK Alicja,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,5,mgr,WALKOWIAK Justyna,Pedagogika,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,5,dr,DUDZIŃSKA-BAJOREK Beata,Biochemia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,6,dr,DUDZIŃSKA-BAJOREK Beata,Biochemia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,6,mgr,WALKOWIAK Justyna,Pedagogika,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,7,mgr,WALKOWIAK Justyna,Pedagogika,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,7,dr,DUDZIŃSKA-BAJOREK Beata,Biochemia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-11-15,sobota,8.00-11.45,5,15,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 103 g
Świerzawska 18",Zajęcia przeplanowane na dzień 12.02.2026
,PIEL I WEEK,2025-11-15,sobota,12.00-15.45,5,16,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 103 g
Świerzawska 18",Zajęcia przeplanowane na dzień 31.01.2026
,PIEL I WEEK,2025-11-15,sobota,16.00-19.45,5,14,mgr,MENCEL Ewa,Język angielski,ćwiczenia,"sala 103 g
Świerzawska 18",Zajęcia przeplanowane na dzień 12.02.2026
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,6 a,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,7 a,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,5 a,mgr,KURPISZ Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 5",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,6 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,7 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,5 b,mgr,KAPTUREK Agnieszka,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 a",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,6 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,7 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,5 c,mgr,KILJAŃCZYK Ewa,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 218",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,9 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,10 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,8 a,mgr,STASIK Sylwia,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 14",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,9 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,10 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,8 b,mgr,SANOCKA Mariola,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 113",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,9 c,mgr,KAMIŃSKA Dorota,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,10 c,mgr,KAMIŃSKA Dorota,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,8 c,mgr,KAMIŃSKA Dorota,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 217",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,12 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,13 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,11 a,mgr,KOWALSKI Piotr,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 302",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,12 b,mgr,TACZKOWSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,13 b,mgr,TACZKOWSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,11 b,mgr,TACZKOWSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 219",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,12 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,13 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,11 c,mgr,KUSKA Małgorzata,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 214",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,15 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,16 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,14 a,mgr,NAPIERAŁA Wiesława,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,15 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,16 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,14 b,dr,ZYSNARSKA Monika,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 110",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,15 c,mgr,FRANEK Alicja,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,16 c,mgr,FRANEK Alicja,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,14 c,mgr,FRANEK Alicja,Podstawy pielęgniarstwa,ćwiczenia,"pracownia umiejętności pielęgniarskich
Bułgarska 55 sala nr 116 b",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,8,mgr,WALKOWIAK Justyna,Pedagogika,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,8,dr,DUDZIŃSKA-BAJOREK Beata,Biochemia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-11-16,niedziela,12.00-15.45,5,9,mgr,WALKOWIAK Justyna,Pedagogika,ćwiczenia,"sala 204
Świerzawska 18",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,9,dr,DUDZIŃSKA-BAJOREK Beata,Biochemia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-11-16,niedziela,8.00-11.45,5,10,dr,DUDZIŃSKA-BAJOREK Beata,Biochemia,ćwiczenia,"sala 103 f
Świerzawska 18",
,PIEL I WEEK,2025-11-16,niedziela,16.00-19.45,5,10,mgr,WALKOWIAK Justyna,Pedagogika,ćwiczenia,"sala 204
Świerzawska 18",
